From	To
O75144	CHEMBL3712949
P06732	CHEMBL2656
P48507	CHEMBL4295765
P08620	CHEMBL3286072
O95622	CHEMBL3189
P19224	CHEMBL1743316
Q8TDV0	CHEMBL3085617
P53671	CHEMBL5932
P03951	CHEMBL2820
Q9H237	CHEMBL1255163
Q8TDS7	CHEMBL4523899
Q14973	CHEMBL5287
Q9NYV7	CHEMBL3309106
P31513	CHEMBL3430864
Q96P20	CHEMBL1741208
Q9BQI3	CHEMBL6029
Q13315	CHEMBL3797
O60610	CHEMBL4295668
P50391	CHEMBL4877
Q13263	CHEMBL3769297
P54840	CHEMBL4523243
P55072	CHEMBL1075145
P29322	CHEMBL4134
Q02127	CHEMBL1966
Q9H2K8	CHEMBL5701
O00311	CHEMBL5443
P02671	CHEMBL2364709
P57078	CHEMBL6083
P53355	CHEMBL2558
Q9H2M3	CHEMBL2163167
Q96CH1	CHEMBL4523904
Q9NR19	CHEMBL4523467
O15540	CHEMBL3826863
P0DMS8	CHEMBL256
P43403	CHEMBL2803
Q8NFM4	CHEMBL2097167
Q6P1M0	CHEMBL4327
P02689	CHEMBL3826864
Q6ZN17	CHEMBL4295873
P62834	CHEMBL1255139
P41440	CHEMBL4833
Q9HAW7	CHEMBL1743317
P41145	CHEMBL237
Q16348	CHEMBL1743125
Q06830	CHEMBL5315
Q13188	CHEMBL4708
Q9P2Y5	CHEMBL4296018
Q9UKV8	CHEMBL4680043
P43686	CHEMBL3831205
P01721	CHEMBL4739844
Q5VWZ2	CHEMBL2189133
Q14940	CHEMBL3058
P80370	CHEMBL5671
Q9Y3D0	CHEMBL4295989
Q9HC62	CHEMBL2176776
P68366	CHEMBL2070
Q9UKU0	CHEMBL4680042
O60331	CHEMBL1908383
P23560	CHEMBL4523205
P43007	CHEMBL2315
P48730	CHEMBL2828
P54619	CHEMBL2393
Q9UBF8	CHEMBL3268
P22694	CHEMBL2918
O00217	CHEMBL2363065
Q6XZF7	CHEMBL4295871
P21781	CHEMBL3286071
P51114	CHEMBL3879858
Q9Y694	CHEMBL1955711
Q00796	CHEMBL2275
P02786	CHEMBL3712860
P21917	CHEMBL219
Q9Y232	CHEMBL3879827
Q14435	CHEMBL4523291
Q9BZE4	CHEMBL4105780
P02545	CHEMBL1293235
P07738	CHEMBL5169112
Q9UPC5	CHEMBL3562165
Q9NYW0	CHEMBL3559704
Q01813	CHEMBL2972
P46952	CHEMBL3108657
Q9NV35	CHEMBL4105827
P56730	CHEMBL4523246
Q15878	CHEMBL1687682
O14936	CHEMBL1908381
Q9NTG7	CHEMBL4461
P34059	CHEMBL4523218
P00505	CHEMBL4524033
Q14576	CHEMBL4105924
Q9NS75	CHEMBL4330
Q16739	CHEMBL2063
P19235	CHEMBL1817
P30550	CHEMBL4959
Q9NR22	CHEMBL3108648
P52333	CHEMBL2148
P40259	CHEMBL3712852
P26012	CHEMBL3430892
Q92824	CHEMBL2826
Q9NQS5	CHEMBL3714079
P10092	CHEMBL3713541
Q9UL19	CHEMBL4630864
Q96B36	CHEMBL1255161
Q8IZS8	CHEMBL2363032
O76083	CHEMBL3535
Q13956	CHEMBL2097163
Q13956	CHEMBL2363066
Q9GZV8	CHEMBL5214856
P0C0P6	CHEMBL3596086
Q9ULW0	CHEMBL5389
P52815	CHEMBL4295780
P51684	CHEMBL4423
Q86SM5	CHEMBL4523881
Q2M1P5	CHEMBL2021751
Q9Y2T5	CHEMBL3297639
P32249	CHEMBL3259470
Q8WXS5	CHEMBL4296110
P00750	CHEMBL1873
Q8N6U8	CHEMBL4523894
Q9NPI8	CHEMBL2157856
P49189	CHEMBL2542
P36507	CHEMBL2964
Q9H4B7	CHEMBL1915
P25105	CHEMBL250
P21854	CHEMBL5169122
Q9HC98	CHEMBL4309
Q96PF2	CHEMBL6014
O94953	CHEMBL3313832
Q7Z5Q5	CHEMBL2010628
P20265	CHEMBL4189
P54709	CHEMBL2095186
P28566	CHEMBL2182
P04233	CHEMBL4692
P14902	CHEMBL4685
Q8NFU7	CHEMBL4523402
Q9Y223	CHEMBL4523504
P13637	CHEMBL2095186
P05164	CHEMBL2439
P45452	CHEMBL280
P63316	CHEMBL2095202
Q8IZL9	CHEMBL3559690
Q7Z739	CHEMBL5169172
Q5XG87	CHEMBL4680033
Q6P0Q8	CHEMBL2417355
O43741	CHEMBL2117
Q01433	CHEMBL2997
Q6ZSR9	CHEMBL4105933
Q9NUX5	CHEMBL5908
O60939	CHEMBL5446
Q6R327	CHEMBL1795179
Q9Y2Q3	CHEMBL4491
P15907	CHEMBL3596075
P51787	CHEMBL1866
O95436	CHEMBL4295685
Q10472	CHEMBL4523282
P62195	CHEMBL2364701
Q68CZ2	CHEMBL4295861
P30305	CHEMBL4804
Q96LB2	CHEMBL5850
O15016	CHEMBL4296267
P60880	CHEMBL2364159
Q8NG68	CHEMBL5549
Q9UQ49	CHEMBL3046
Q96MU7	CHEMBL5169187
O95267	CHEMBL5953
P13533	CHEMBL3831286
P00749	CHEMBL3286
O60669	CHEMBL2073704
P15514	CHEMBL3731
P62745	CHEMBL1795102
Q9H1R2	CHEMBL2396507
P18627	CHEMBL4630881
P06127	CHEMBL3712888
P30988	CHEMBL1832
Q53H47	CHEMBL2189111
Q8IWE4	CHEMBL4295894
P49005	CHEMBL2363042
Q9Y5C1	CHEMBL3710485
P00325	CHEMBL3284
P51788	CHEMBL1628478
P28300	CHEMBL2249
O15239	CHEMBL2363065
P63279	CHEMBL1741191
Q9NRW4	CHEMBL3924
Q9UNK4	CHEMBL4281
P38646	CHEMBL4295757
P56159	CHEMBL3833481
Q8NEC5	CHEMBL1628462
Q9HCT0	CHEMBL2362983
Q8IU85	CHEMBL5073
O95625	CHEMBL5069363
Q96CA5	CHEMBL1075127
Q9NXG6	CHEMBL3047
P24752	CHEMBL2616
O60895	CHEMBL2109232
O60895	CHEMBL2364173
P35869	CHEMBL3201
O15270	CHEMBL1250344
Q92769	CHEMBL1937
P43220	CHEMBL1784
A1Z1Q3	CHEMBL4295630
P36873	CHEMBL4438
P15088	CHEMBL2645
P19440	CHEMBL5696
Q99518	CHEMBL3542432
Q96F24	CHEMBL4295924
Q8TDQ0	CHEMBL4630879
P01213	CHEMBL2227
P29353	CHEMBL5626
Q12840	CHEMBL5295
Q9H910	CHEMBL4295946
P41231	CHEMBL4398
Q9NQ25	CHEMBL3559386
Q14832	CHEMBL2888
P11926	CHEMBL1869
Q08ET2	CHEMBL4523280
Q4VCS5	CHEMBL3392949
Q6PIU2	CHEMBL5048
P46089	CHEMBL4523856
Q9Y4K3	CHEMBL3588728
Q9Y263	CHEMBL6114
P48735	CHEMBL3991501
Q15391	CHEMBL4518
P32298	CHEMBL5861
Q9Y6T7	CHEMBL4105755
P33032	CHEMBL4608
Q9HAW9	CHEMBL1743318
Q693B1	CHEMBL4630837
P48051	CHEMBL2406895
Q5T2D3	CHEMBL4630831
O15460	CHEMBL5640
P48506	CHEMBL4055
Q5H9R7	CHEMBL4105773
P32247	CHEMBL4080
P46093	CHEMBL3638324
O60583	CHEMBL1293321
Q9Y315	CHEMBL4295988
Q15067	CHEMBL4105748
O75381	CHEMBL4523152
P15086	CHEMBL2552
P54819	CHEMBL4938
O43283	CHEMBL1163124
Q96QT4	CHEMBL1250412
Q9Y5S2	CHEMBL5052
P49761	CHEMBL4226
P22083	CHEMBL4996
O15303	CHEMBL4573
Q6UB35	CHEMBL4295869
Q3SYC2	CHEMBL2439944
P21728	CHEMBL2056
Q16831	CHEMBL4811
P42771	CHEMBL4680027
Q9NQV7	CHEMBL3588737
Q12866	CHEMBL5331
Q92499	CHEMBL2010634
Q9BPW8	CHEMBL4295933
Q8IXJ6	CHEMBL4462
O43396	CHEMBL4295663
Q92743	CHEMBL4523419
Q96T53	CHEMBL3588729
P35916	CHEMBL1955
P49795	CHEMBL3707468
Q03393	CHEMBL4630823
P26010	CHEMBL2979
P00390	CHEMBL2755
Q99707	CHEMBL2150844
P18510	CHEMBL4523191
Q05329	CHEMBL2952
Q9NXS2	CHEMBL3638349
P53420	CHEMBL3988505
Q9Y6N3	CHEMBL2364708
Q8NFF5	CHEMBL3879869
Q9NQW5	CHEMBL5214861
O00767	CHEMBL5555
Q9NYM4	CHEMBL4523924
P19429	CHEMBL2095202
O14744	CHEMBL1795116
P09871	CHEMBL3913
O60307	CHEMBL2417352
Q9UGI6	CHEMBL3381
Q96Q15	CHEMBL1795195
P32321	CHEMBL5675
Q9P286	CHEMBL4524
Q8TDV2	CHEMBL4523901
P20648	CHEMBL2095173
P28062	CHEMBL5620
P01024	CHEMBL4917
O14965	CHEMBL4722
Q9UIX4	CHEMBL2362996
Q92570	CHEMBL1961792
Q96DT7	CHEMBL5069372
Q9Y6F8	CHEMBL3879864
P10276	CHEMBL2055
Q4J6C6	CHEMBL2189128
O00167	CHEMBL1293275
P61026	CHEMBL4105971
A4D1B5	CHEMBL3638343
Q86V86	CHEMBL5407
P11362	CHEMBL3650
P35813	CHEMBL2437
P48740	CHEMBL4295768
P00403	CHEMBL6174
Q15058	CHEMBL5576
P78386	CHEMBL4523263
P46721	CHEMBL1743123
P25106	CHEMBL2010631
Q16827	CHEMBL4105749
P32320	CHEMBL4502
Q15109	CHEMBL2176846
Q9ULK0	CHEMBL4524129
P14598	CHEMBL1613743
O00410	CHEMBL4295647
Q02928	CHEMBL3978
Q8IY84	CHEMBL3542
P21731	CHEMBL2069
Q96P65	CHEMBL5852
Q01432	CHEMBL2912
P30304	CHEMBL3775
Q6DWJ6	CHEMBL3632455
Q8N474	CHEMBL5517
O95050	CHEMBL2131
Q96P69	CHEMBL4523908
O95631	CHEMBL1741307
Q9UHP3	CHEMBL4295975
P49019	CHEMBL4421
A0A140G945	CHEMBL4296283
Q07973	CHEMBL4521
Q8TB45	CHEMBL4105866
P63104	CHEMBL4105899
P11245	CHEMBL2194
Q9NP31	CHEMBL3217401
Q6P3R8	CHEMBL5044
P53350	CHEMBL3024
Q92616	CHEMBL3706558
Q05469	CHEMBL3590
P50406	CHEMBL3371
Q9H6S1	CHEMBL4523456
P23786	CHEMBL3238
O95180	CHEMBL1859
Q9BTU6	CHEMBL2251
P07306	CHEMBL2084
Q14703	CHEMBL5916
Q9P0U3	CHEMBL1909484
O95167	CHEMBL2363065
Q05586	CHEMBL2015
Q8IZP9	CHEMBL4523893
P22061	CHEMBL4240
P31947	CHEMBL1909482
Q92844	CHEMBL4523420
P32241	CHEMBL5144
O75888	CHEMBL3713436
Q9BZL6	CHEMBL4900
P62333	CHEMBL2364701
P23141	CHEMBL2265
P22748	CHEMBL3729
O00571	CHEMBL5553
O60896	CHEMBL2111190
O60896	CHEMBL2111191
Q15831	CHEMBL5606
O43174	CHEMBL5141
Q9Y2K6	CHEMBL3232682
P17538	CHEMBL4796
Q13393	CHEMBL2536
Q9Y6R4	CHEMBL4853
P18074	CHEMBL4105743
P53667	CHEMBL3836
P04437	CHEMBL3580506
Q9UKL0	CHEMBL3137262
Q07812	CHEMBL5318
P29597	CHEMBL3553
P48058	CHEMBL3190
Q02641	CHEMBL3988638
Q02641	CHEMBL3988640
Q02641	CHEMBL4106160
Q9H4Y5	CHEMBL2161
P21741	CHEMBL1949490
Q99755	CHEMBL5969
Q8NB78	CHEMBL1938208
Q96PN8	CHEMBL3414416
P30989	CHEMBL4123
Q99683	CHEMBL5285
Q4VC05	CHEMBL4630829
P29965	CHEMBL3580491
Q92889	CHEMBL3883316
Q9Y2K2	CHEMBL6149
P20749	CHEMBL4523197
P50579	CHEMBL3922
Q8NI77	CHEMBL4523403
P20264	CHEMBL5243
O43497	CHEMBL4641
O15218	CHEMBL4356
Q9HBW9	CHEMBL4523920
Q99714	CHEMBL4159
Q14994	CHEMBL5503
Q9Y6I3	CHEMBL3259465
Q9BT73	CHEMBL1075137
Q9Y4D2	CHEMBL5545
Q12772	CHEMBL1795166
Q9UI95	CHEMBL4524021
P13716	CHEMBL3126
P24593	CHEMBL2665
Q9NXB9	CHEMBL5911
Q9BZ23	CHEMBL3407327
O00754	CHEMBL4059
Q16832	CHEMBL5122
Q9BPZ7	CHEMBL4523999
P29762	CHEMBL2079
Q8IZF2	CHEMBL4523888
Q16787	CHEMBL2364187
P49902	CHEMBL3708197
Q8N183	CHEMBL2363065
P16662	CHEMBL4370
P50336	CHEMBL1926488
P22736	CHEMBL1293229
Q13510	CHEMBL5463
Q15370	CHEMBL3301400
Q15370	CHEMBL4296117
O95263	CHEMBL4408
Q9Y376	CHEMBL3885534
Q9H2S1	CHEMBL4469
Q8WUK0	CHEMBL2052033
Q9UKK9	CHEMBL4105713
P14867	CHEMBL1962
Q14397	CHEMBL1075152
Q9BSD7	CHEMBL4295936
Q9GZQ6	CHEMBL5951
Q9H903	CHEMBL4105963
P05089	CHEMBL1075097
P30559	CHEMBL2049
Q13586	CHEMBL3832644
Q13586	CHEMBL4296083
Q13586	CHEMBL4296084
Q13586	CHEMBL4888450
Q13586	CHEMBL4888461
Q86Y34	CHEMBL3559707
P42356	CHEMBL3667
P25963	CHEMBL2898
Q06643	CHEMBL3713022
P07900	CHEMBL3880
Q16602	CHEMBL3798
Q6VAB6	CHEMBL3627583
P51665	CHEMBL2364701
P54577	CHEMBL3179
Q6P2M8	CHEMBL3627592
Q9H0J9	CHEMBL2429709
Q9Y4K0	CHEMBL3714029
P29317	CHEMBL2068
P04181	CHEMBL5954
P35368	CHEMBL232
P59543	CHEMBL3559705
P35125	CHEMBL4630817
P47872	CHEMBL1925
P22612	CHEMBL2743
Q14833	CHEMBL2736
Q16696	CHEMBL3542436
P22059	CHEMBL4523203
Q9Y253	CHEMBL5542
Q9H7M9	CHEMBL4523457
P08865	CHEMBL6119
P34949	CHEMBL2758
P02708	CHEMBL4808
O60506	CHEMBL4295997
Q9P1P5	CHEMBL4523927
Q9UJ42	CHEMBL1777664
P34981	CHEMBL1810
P51948	CHEMBL3038473
P03901	CHEMBL2363065
Q9ULM6	CHEMBL3616363
O60603	CHEMBL4163
Q9Y294	CHEMBL3392950
P15559	CHEMBL3623
P33316	CHEMBL5203
P08123	CHEMBL2685
P08254	CHEMBL283
Q0Z7S8	CHEMBL3826865
Q8TDS4	CHEMBL3785
Q8NBP7	CHEMBL2929
P18507	CHEMBL2094120
P18507	CHEMBL2094121
P18507	CHEMBL2094122
P18507	CHEMBL2094130
P18507	CHEMBL2095172
P18507	CHEMBL2095190
P18507	CHEMBL2111339
P18507	CHEMBL2111366
P18507	CHEMBL2111370
P18507	CHEMBL2111392
P18507	CHEMBL2111413
P18507	CHEMBL4523638
P18507	CHEMBL4523640
P18507	CHEMBL4523641
P07550	CHEMBL210
Q04844	CHEMBL2484
P32322	CHEMBL4296002
P15941	CHEMBL3580494
P07320	CHEMBL4296286
P09210	CHEMBL2241
P48061	CHEMBL3286074
Q9NPA2	CHEMBL1795103
P23769	CHEMBL4523206
Q7Z7M1	CHEMBL4523880
Q92600	CHEMBL4105961
P51124	CHEMBL4523234
P47898	CHEMBL3426
P13631	CHEMBL2003
P51170	CHEMBL1628484
P68363	CHEMBL3797010
P35790	CHEMBL3117
P50750	CHEMBL3116
P29466	CHEMBL4801
Q9BZJ6	CHEMBL4523916
Q15761	CHEMBL4561
Q8NFN8	CHEMBL4523897
P49759	CHEMBL4224
Q96BI3	CHEMBL2094135
Q13885	CHEMBL3797012
P11229	CHEMBL216
P46821	CHEMBL3217382
P51512	CHEMBL2200
Q92551	CHEMBL4523418
Q9C0H9	CHEMBL2150836
Q8WYB5	CHEMBL3774300
P08842	CHEMBL3559
Q9H0H5	CHEMBL2146306
P07477	CHEMBL209
Q14653	CHEMBL4523293
O14894	CHEMBL4523127
Q9BYG3	CHEMBL4523443
P03915	CHEMBL2363065
O15492	CHEMBL3707469
Q96Q04	CHEMBL4523432
O14757	CHEMBL4630
P41594	CHEMBL3227
P20292	CHEMBL4550
Q14654	CHEMBL1886
O14763	CHEMBL1075153
Q9H8P0	CHEMBL2363075
Q9NR50	CHEMBL4295961
Q9NX74	CHEMBL3879825
O60671	CHEMBL3309116
Q8NFF2	CHEMBL5209636
P62191	CHEMBL2364701
Q8TCT9	CHEMBL4523407
P21453	CHEMBL4333
O75084	CHEMBL3559688
Q8TAX0	CHEMBL4523406
Q9BYM8	CHEMBL4296109
O15427	CHEMBL2073663
P19784	CHEMBL4070
Q14116	CHEMBL1741305
O95256	CHEMBL4804253
P02647	CHEMBL5984
P28336	CHEMBL3636
Q16548	CHEMBL6044
Q15758	CHEMBL3562162
P15531	CHEMBL2159
O14867	CHEMBL4295651
Q15022	CHEMBL2189118
Q8WXB1	CHEMBL3588741
Q07890	CHEMBL4524041
Q96GD4	CHEMBL2185
A5YKK6	CHEMBL4105919
Q14765	CHEMBL4523296
P98174	CHEMBL2862
Q6ZN16	CHEMBL1163127
Q9BY66	CHEMBL5169191
Q09428	CHEMBL2071
O14649	CHEMBL2321613
Q15365	CHEMBL4295825
Q9HAS3	CHEMBL5707
Q9NUW8	CHEMBL1075138
Q16875	CHEMBL2331053
Q9UL62	CHEMBL1250411
P38571	CHEMBL4184
Q9UBS5	CHEMBL2064
O75015	CHEMBL5842
P13995	CHEMBL3621036
Q02156	CHEMBL3582
Q9BVA1	CHEMBL2095182
Q13972	CHEMBL5468
Q9BYX4	CHEMBL4739862
P28070	CHEMBL4879435
Q9HCG7	CHEMBL3761
Q8TCW9	CHEMBL5649
P49683	CHEMBL1681611
Q14533	CHEMBL4523292
P67870	CHEMBL2358
P13762	CHEMBL3988561
P84085	CHEMBL5986
P07998	CHEMBL5425
P19099	CHEMBL2722
Q06203	CHEMBL2362992
O95299	CHEMBL2363065
P36888	CHEMBL1974
P16422	CHEMBL3580493
Q5R387	CHEMBL2097
Q13822	CHEMBL3691
P32297	CHEMBL3068
P31350	CHEMBL1954
Q15382	CHEMBL3108656
P50225	CHEMBL1743291
Q496J9	CHEMBL4665594
Q8NF37	CHEMBL4295903
O95182	CHEMBL2363065
Q9NPD5	CHEMBL1743121
P20645	CHEMBL5788
P32745	CHEMBL2028
P10646	CHEMBL3713062
Q02952	CHEMBL4295800
Q9H4Q4	CHEMBL5214854
Q05BQ5	CHEMBL1287625
P07202	CHEMBL1839
P41235	CHEMBL5398
P28562	CHEMBL6026
P33527	CHEMBL3004
Q96PH1	CHEMBL1926497
Q13478	CHEMBL4804253
P10632	CHEMBL3721
P31391	CHEMBL1853
Q86XP1	CHEMBL4105940
P15884	CHEMBL3885541
Q5JRX3	CHEMBL3124731
Q92698	CHEMBL2146297
Q9Y6F1	CHEMBL5083
P62873	CHEMBL3883319
P43353	CHEMBL3542434
P22626	CHEMBL3124741
Q14123	CHEMBL4619
P12314	CHEMBL5349
Q9UBR1	CHEMBL3430874
P05129	CHEMBL2938
O15120	CHEMBL4772
P15085	CHEMBL2088
O95067	CHEMBL2094127
Q9ULZ9	CHEMBL2937
Q9HAN9	CHEMBL4802016
Q8NCL4	CHEMBL4523400
Q13164	CHEMBL5332
P11215	CHEMBL3826
O43353	CHEMBL5014
P05412	CHEMBL4977
P39060	CHEMBL2364188
O15226	CHEMBL3163
P51671	CHEMBL3286077
P52789	CHEMBL2640
P15311	CHEMBL1932896
Q8IV61	CHEMBL3638
O76021	CHEMBL1075139
P47901	CHEMBL1921
Q9UKM7	CHEMBL2308
P04278	CHEMBL3305
Q92508	CHEMBL5169186
P07437	CHEMBL5444
P05067	CHEMBL2487
Q9NVM4	CHEMBL3562175
Q9NYW3	CHEMBL4523472
P21912	CHEMBL4105824
P49810	CHEMBL3708
Q16690	CHEMBL1250380
Q15185	CHEMBL3341580
P35475	CHEMBL5169131
Q16651	CHEMBL5610
P02458	CHEMBL5169108
Q6PCB7	CHEMBL2052038
P49238	CHEMBL4843
P43405	CHEMBL2599
A8MPY1	CHEMBL2109242
Q96B86	CHEMBL4630886
P46527	CHEMBL3758070
Q03111	CHEMBL4295801
O15357	CHEMBL2331064
P22897	CHEMBL2176854
P68036	CHEMBL4105871
Q13009	CHEMBL3232697
A6NHL2	CHEMBL3832941
P13796	CHEMBL4295718
P39900	CHEMBL4393
P04040	CHEMBL3627594
Q9C0K7	CHEMBL4105756
P09601	CHEMBL2823
Q92952	CHEMBL2369
Q8IYW5	CHEMBL5169175
O14966	CHEMBL3879836
P01111	CHEMBL2079845
Q5TCQ9	CHEMBL5212
Q14721	CHEMBL2363000
Q9Y6L7	CHEMBL4295995
Q9Y286	CHEMBL3603730
O75449	CHEMBL3879856
Q99250	CHEMBL4187
Q8WUH6	CHEMBL4295908
Q9UKJ3	CHEMBL4523489
P54760	CHEMBL5147
P21580	CHEMBL4523200
Q9UMR5	CHEMBL2189137
Q7RTX1	CHEMBL3832641
Q9UBY5	CHEMBL3250
O75376	CHEMBL3038484
O14862	CHEMBL4630802
Q9BZ95	CHEMBL3108646
P23945	CHEMBL2024
Q5VW38	CHEMBL4630835
Q07108	CHEMBL3308911
P48066	CHEMBL5208
Q99836	CHEMBL5919
Q96F46	CHEMBL3580485
P13726	CHEMBL4081
O60825	CHEMBL3421525
Q6R6M4	CHEMBL3739248
P04798	CHEMBL2231
O43181	CHEMBL2363065
Q9Y4E8	CHEMBL4523508
O43314	CHEMBL4523135
P60763	CHEMBL6087
Q5T6X5	CHEMBL4523873
Q9Y2T1	CHEMBL1255167
Q9H008	CHEMBL5169196
P43166	CHEMBL2326
Q08334	CHEMBL3831284
Q08334	CHEMBL4804251
Q08334	CHEMBL4804254
Q6NS38	CHEMBL5169164
Q9H4M9	CHEMBL4295942
Q8NFP7	CHEMBL4295904
P52429	CHEMBL1075187
Q96I25	CHEMBL4680038
P47989	CHEMBL1929
O15554	CHEMBL4305
P01833	CHEMBL4295691
P49767	CHEMBL3714157
P63098	CHEMBL2082
Q96L42	CHEMBL2362996
P00747	CHEMBL1801
Q16584	CHEMBL2708
Q9P0U4	CHEMBL5169201
Q9NY64	CHEMBL4295964
P48029	CHEMBL5209634
P31639	CHEMBL3884
P25025	CHEMBL2434
Q5HYI8	CHEMBL4105853
Q13255	CHEMBL3772
Q16654	CHEMBL4141
Q10981	CHEMBL4105777
Q9H3M0	CHEMBL2362996
P35498	CHEMBL1845
P08138	CHEMBL4762
Q9H930	CHEMBL4105997
Q92905	CHEMBL4105809
Q6N021	CHEMBL4523344
P22674	CHEMBL4105895
Q13557	CHEMBL2801
P36894	CHEMBL5275
P04049	CHEMBL1906
Q10713	CHEMBL4295809
Q16236	CHEMBL1075094
P48169	CHEMBL2472
Q16549	CHEMBL2232
P27987	CHEMBL5165
Q9NZV8	CHEMBL5885
Q8IXQ6	CHEMBL4295895
Q00341	CHEMBL4295796
Q03405	CHEMBL4883
P00568	CHEMBL4925
P03897	CHEMBL2363065
P24394	CHEMBL3580490
P24864	CHEMBL3617
P16389	CHEMBL2086
P51582	CHEMBL2123
Q5JWF2	CHEMBL4295849
P53816	CHEMBL3831244
O00519	CHEMBL2243
Q86SQ6	CHEMBL4523885
Q99759	CHEMBL5970
Q13148	CHEMBL2362981
P60174	CHEMBL4880
Q9UBK2	CHEMBL6116
Q9BX93	CHEMBL4524005
P53602	CHEMBL4340
Q01469	CHEMBL3674
Q9BY44	CHEMBL4295938
Q7L1I2	CHEMBL4665594
Q8TCU5	CHEMBL4787
Q8NER5	CHEMBL5642
P29074	CHEMBL3165
P48788	CHEMBL3831282
Q08493	CHEMBL291
Q96LB0	CHEMBL4523905
Q8WXR4	CHEMBL5654
P51168	CHEMBL1628483
Q15773	CHEMBL4295830
P78423	CHEMBL4630883
O60656	CHEMBL1743319
P02743	CHEMBL4929
Q15678	CHEMBL3317332
P54886	CHEMBL4295784
P29033	CHEMBL4295738
P30536	CHEMBL5742
Q14393	CHEMBL4804247
Q96RD7	CHEMBL3779756
P35222	CHEMBL5866
Q8N884	CHEMBL4105728
Q9NZK7	CHEMBL2154
P21583	CHEMBL2346489
Q86Z02	CHEMBL5427
Q96S38	CHEMBL1795193
P49643	CHEMBL2363042
Q9H4Q3	CHEMBL5214859
P48146	CHEMBL4523864
P25021	CHEMBL1941
P04141	CHEMBL3712955
P78358	CHEMBL4804257
P49862	CHEMBL2443
P21217	CHEMBL3269
O60934	CHEMBL5169101
Q03112	CHEMBL5214865
Q92608	CHEMBL4105810
Q9HC29	CHEMBL1293266
Q92583	CHEMBL4295915
O60391	CHEMBL2094124
P49591	CHEMBL4523232
P01566	CHEMBL3856161
Q9UIF8	CHEMBL1741220
P14384	CHEMBL3038
P49588	CHEMBL3574
O75355	CHEMBL5897
A4D0S4	CHEMBL2364187
P55087	CHEMBL5964
Q5UAW9	CHEMBL4523875
Q15139	CHEMBL3863
Q6B0I6	CHEMBL6138
Q9NQB0	CHEMBL3038511
P55211	CHEMBL2273
Q09472	CHEMBL3784
P29375	CHEMBL2424504
P12236	CHEMBL4105854
B2RXH2	CHEMBL1293226
P31040	CHEMBL5758
P50549	CHEMBL2010626
Q86SR1	CHEMBL4523371
P14679	CHEMBL1973
Q9BRQ5	CHEMBL4888461
P52630	CHEMBL4523239
Q08828	CHEMBL2899
Q9NRM7	CHEMBL5907
P40145	CHEMBL2960
P62826	CHEMBL1741190
O95352	CHEMBL2321621
Q9UKG9	CHEMBL2206
P31937	CHEMBL4523215
Q16877	CHEMBL3721311
P34947	CHEMBL5678
Q13480	CHEMBL4523286
Q8N130	CHEMBL4295900
Q9NWW9	CHEMBL4630860
P41143	CHEMBL236
Q04771	CHEMBL5903
Q8TCT1	CHEMBL6113
Q15544	CHEMBL4523300
Q15031	CHEMBL4105806
Q14469	CHEMBL3734643
Q9UGC6	CHEMBL4295974
O95563	CHEMBL4295686
Q13351	CHEMBL3407313
O00303	CHEMBL2062352
Q96PN6	CHEMBL5854
P18031	CHEMBL335
P01308	CHEMBL5881
P17787	CHEMBL1883
Q9Y303	CHEMBL3217376
Q08257	CHEMBL6118
P11836	CHEMBL2058
Q15743	CHEMBL3713916
P12829	CHEMBL3831286
P41250	CHEMBL4105815
Q07954	CHEMBL4630884
P06746	CHEMBL2392
P05093	CHEMBL3522
O76074	CHEMBL1827
Q9NRN7	CHEMBL3137295
Q96PE1	CHEMBL4523909
Q9Y4P1	CHEMBL1741221
Q8IWU9	CHEMBL5433
Q8WUW1	CHEMBL3758062
P62256	CHEMBL4105951
Q13635	CHEMBL5169150
P28340	CHEMBL2735
P63000	CHEMBL6094
P40763	CHEMBL4026
P28482	CHEMBL4040
O00626	CHEMBL4295649
P20711	CHEMBL1843
P62979	CHEMBL4523597
Q06278	CHEMBL3257
Q5TFE4	CHEMBL4295852
Q9H2X3	CHEMBL2176858
Q96RJ0	CHEMBL5857
P45973	CHEMBL3826867
P42575	CHEMBL4884
P31943	CHEMBL3797013
Q9HB21	CHEMBL3763005
P26885	CHEMBL4105949
Q8IVT2	CHEMBL4295893
O95977	CHEMBL3230
Q9NYW6	CHEMBL4523474
P13056	CHEMBL1961787
Q08397	CHEMBL4523279
O60882	CHEMBL1938226
Q9NPB1	CHEMBL3751654
P49917	CHEMBL4523595
Q5XXA6	CHEMBL2046267
Q6P988	CHEMBL3714531
P07814	CHEMBL3873
Q9UH92	CHEMBL2062357
P08912	CHEMBL2035
P62993	CHEMBL3663
P32238	CHEMBL1901
P34969	CHEMBL3155
O94806	CHEMBL2595
Q9BW91	CHEMBL4105984
Q9Y5S1	CHEMBL5051
P01112	CHEMBL2167
Q03135	CHEMBL3808270
P45974	CHEMBL6158
Q9HCE7	CHEMBL3879859
Q13867	CHEMBL4295818
Q99460	CHEMBL2364701
P62753	CHEMBL3351215
P28702	CHEMBL1870
Q92569	CHEMBL3559703
Q01973	CHEMBL4665585
Q9NYV9	CHEMBL4523471
P52597	CHEMBL4523238
Q9NS87	CHEMBL3632454
P51178	CHEMBL3727
P21802	CHEMBL4142
Q13535	CHEMBL5024
O43151	CHEMBL4879414
